applicant_id,first_name,last_name,gender,date_of_birth,phone_number,email,county_id,education_level,income_level,device_ownership,program_id,registered_at
4943,Mariam,Mwajuma,Female,1997-09-14,0706551281,mariammwajuma857@gmail.com,3,Primary,Upper-Middle,0,7,2022-01-16
4944,Sheila,Achieng,Female,1998-10-01,0778243361,sheilaachieng132@gmail.com,2,University,Low,1,5,2022-12-07
4945,Joyce,Odhiambo,Female,1997-07-28,0116824063,joyceodhiambo933@gmail.com,1,TVET,Lower-Middle,0,7,2022-12-14
4946,Purity,Kenga,Female,1999-04-17,0776798976,puritykenga738@gmail.com,6,Secondary,Low,1,5,2022-03-11
4947,Faith,Juma,Female,1994-01-15,0793762241,faithjuma664@gmail.com,1,Secondary,Lower-Middle,0,5,2022-12-04
4948,Aisha,Munga,Female,2001-09-26,0753733502,aishamunga117@gmail.com,3,TVET,Low,0,6,2022-11-05
4949,Ann,Mwashumbe,Female,2002-02-09,0769676714,annmwashumbe564@gmail.com,4,Secondary,Low,1,5,2022-09-18
4950,Sheila,Omondi,Female,2004-11-16,0113812946,sheilaomondi619@gmail.com,4,Secondary,Middle,0,5,2022-11-02
4951,Rose,Mwandawiro,Female,1998-07-19,0702596816,rosemwandawiro230@gmail.com,3,Secondary,Upper-Middle,1,5,2022-05-18
4952,Sheila,Mwajuma,Female,2005-04-01,0102878332,sheilamwajuma218@gmail.com,3,Secondary,Middle,0,7,2022-11-22
4953,Mishi,Masha,Female,2005-08-21,0703128691,mishimasha992@gmail.com,2,Secondary,Lower-Middle,1,7,2022-08-24
4954,Joyce,Mghoi,Female,2002-05-28,0738632221,joycemghoi810@gmail.com,2,University,Upper-Middle,0,5,2022-01-15
4955,Caroline,Juma,Female,2001-10-21,0794126428,carolinejuma373@gmail.com,6,University,Low,0,5,2022-06-24
4956,Esther,Musyoka,Female,2000-07-15,0790168618,esthermusyoka889@gmail.com,5,Primary,Low,0,5,2022-03-05
4957,Diana,Mutiso,Female,1995-02-24,0795266533,dianamutiso789@gmail.com,1,Primary,Middle,0,5,2022-04-20
4958,Mishi,Baya,Female,2005-06-12,0768254277,mishibaya587@gmail.com,5,University,Low,0,5,2022-06-21
4959,Sharon,Mutiso,Female,1994-01-03,0784845648,sharonmutiso598@gmail.com,1,Secondary,Low,1,5,2022-12-14
4960,Mishi,Mwajuma,Female,2002-08-07,0742225386,mishimwajuma424@gmail.com,1,University,Low,0,5,2022-02-15
4961,Diana,Kombe,Female,2003-01-24,0720681836,dianakombe152@gmail.com,4,Secondary,Low,0,5,2022-11-15
4962,Esther,Kioko,Female,2002-09-24,0772400243,estherkioko319@gmail.com,4,Secondary,Low,1,5,2022-12-25
4963,Zainabu,Odhiambo,Female,2005-09-03,0108137972,zainabuodhiambo148@gmail.com,1,University,Upper-Middle,0,5,2022-02-15
4964,Sharon,Masha,Female,1998-09-18,0751010211,sharonmasha424@gmail.com,1,TVET,Lower-Middle,1,7,2022-01-15
4965,Mwanajuma,Masha,Female,2000-04-06,0775934875,mwanajumamasha789@gmail.com,2,Secondary,Low,1,5,2022-06-20
4966,Brenda,Omondi,Female,2005-10-19,0763238664,brendaomondi809@gmail.com,5,Secondary,Upper-Middle,0,5,2022-05-21
4967,Mishi,Mwakio,Female,2005-08-12,0739677536,mishimwakio985@gmail.com,1,University,Low,1,5,2022-01-05
4968,Dorcas,Munga,Female,2005-02-02,0779024756,dorcasmunga664@gmail.com,6,Secondary,Middle,0,5,2022-12-16
4969,Mwanajuma,Kemunto,Female,1998-08-27,0745501482,mwanajumakemunto169@gmail.com,5,Secondary,Low,1,5,2022-10-19
4970,Neema,Njeri,Female,2001-06-10,0731706783,neemanjeri811@gmail.com,1,University,Lower-Middle,0,5,2022-01-22
4971,Diana,Chebet,Female,2001-10-20,0112863082,dianachebet864@gmail.com,2,Secondary,Middle,0,5,2022-11-20
4972,Joyce,Baya,Female,1995-07-27,0107040492,joycebaya326@gmail.com,4,Secondary,Low,1,5,2022-11-26
4973,Cynthia,Masha,Female,2000-01-25,0764064627,cynthiamasha830@gmail.com,4,Secondary,Middle,0,5,2022-07-07
4974,Mariam,Mwandawiro,Female,2001-06-17,0117807767,mariammwandawiro297@gmail.com,2,Secondary,Low,1,5,2022-02-07
4975,Aisha,Achieng,Female,2002-06-11,0729648939,aishaachieng600@gmail.com,3,Secondary,Middle,0,5,2022-07-04
4976,Mariam,Achieng,Female,1999-05-08,0740541625,mariamachieng466@gmail.com,5,University,Upper-Middle,0,5,2022-01-26
4977,Fatuma,Kemunto,Female,2005-09-13,0797728873,fatumakemunto607@gmail.com,4,Secondary,Low,0,7,2022-01-22
4978,Joyce,Odhiambo,Female,2003-10-11,0725800096,joyceodhiambo341@gmail.com,1,Secondary,Lower-Middle,0,7,2022-01-19
4979,Zainabu,Kazungu,Female,1995-07-13,0759373501,zainabukazungu846@gmail.com,2,Primary,Low,1,5,2022-07-04
4980,Esther,Njeri,Female,1997-01-04,0792441892,esthernjeri585@gmail.com,3,Secondary,Lower-Middle,1,5,2022-05-15
4981,Neema,Wambui,Female,1999-02-11,0102854895,neemawambui222@gmail.com,1,Secondary,Low,1,5,2022-10-14
4982,Ann,Juma,Female,1995-04-17,0768611839,annjuma229@gmail.com,3,Secondary,Lower-Middle,0,5,2022-03-24
4983,Aisha,Achieng,Female,1994-05-06,0740827461,aishaachieng791@gmail.com,2,Secondary,Low,0,5,2022-05-08
4984,Amina,Otieno,Female,1994-10-02,0762991390,aminaotieno151@gmail.com,1,Secondary,Low,0,5,2022-01-13
4985,Brenda,Mwangeka,Female,1997-01-02,0119164619,brendamwangeka608@gmail.com,1,TVET,Middle,1,5,2022-12-12
4986,Grace,Masha,Female,2001-05-13,0731945236,gracemasha993@gmail.com,1,Primary,Low,1,5,2022-07-03
4987,Salma,Kombe,Female,1998-05-04,0102632623,salmakombe620@gmail.com,3,Secondary,Upper-Middle,0,7,2022-04-09
4988,Lydia,Mghoi,Female,2000-04-12,0103522774,lydiamghoi958@gmail.com,2,University,Middle,0,5,2022-07-14
4989,Halima,Kemunto,Female,2000-06-10,0759254495,halimakemunto679@gmail.com,5,TVET,Low,0,6,2022-05-06
4990,Zainabu,Mghoi,Female,1997-09-09,0788761005,zainabumghoi591@gmail.com,5,Secondary,Middle,0,6,2022-08-02
4991,Halima,Odhiambo,Female,2004-02-07,0719728580,halimaodhiambo569@gmail.com,4,Secondary,Middle,0,5,2022-01-25
4992,Mishi,Mwangeka,Female,1996-09-17,0103685786,mishimwangeka123@gmail.com,3,Primary,Low,0,5,2022-09-01
4993,Esther,Otieno,Female,2002-09-22,0718696750,estherotieno896@gmail.com,1,Secondary,Low,1,5,2022-12-07
4994,Mwanajuma,Mwajuma,Female,2004-09-02,0728273980,mwanajumamwajuma578@gmail.com,3,Secondary,Lower-Middle,0,5,2022-12-17
4995,Neema,Kombe,Female,2001-05-15,0116930451,neemakombe590@gmail.com,4,Primary,Low,0,7,2022-04-16
4996,Lydia,Musyoka,Female,1994-01-12,0742518868,lydiamusyoka539@gmail.com,2,Secondary,Middle,1,5,2022-01-16
4997,Zainabu,Achieng,Female,1999-11-25,0100918149,zainabuachieng685@gmail.com,2,TVET,Middle,0,5,2022-11-07
4998,Esther,Mghoi,Female,1999-03-17,0779059730,esthermghoi534@gmail.com,2,TVET,Middle,1,5,2022-08-16
4999,Caroline,Chebet,Female,1995-04-02,0757541003,carolinechebet663@gmail.com,6,Primary,Upper-Middle,0,5,2022-07-05
5000,Dorcas,Kazungu,Female,1996-04-18,0716514243,dorcaskazungu687@gmail.com,1,Primary,Low,0,6,2022-03-21
5001,Esther,Kenga,Female,2000-05-11,0733845247,estherkenga109@gmail.com,3,TVET,Lower-Middle,0,5,2022-11-25
5002,Mariam,Munga,Female,1995-09-18,0728533231,mariammunga556@gmail.com,1,University,Low,1,5,2022-12-11
5003,Janet,Musyoka,Female,2002-11-20,0770874674,janetmusyoka551@gmail.com,1,Primary,Lower-Middle,0,6,2022-02-09
5004,Faith,Njeri,Female,1997-02-01,0782321115,faithnjeri746@gmail.com,1,Primary,Upper-Middle,0,6,2022-05-22
5005,Janet,Mwakio,Female,1995-05-03,0763555788,janetmwakio750@gmail.com,3,Secondary,Low,1,5,2022-12-15
5006,Joyce,Odhiambo,Female,2002-11-21,0757671634,joyceodhiambo567@gmail.com,1,University,Low,0,5,2022-09-15
5007,Esther,Mwakio,Female,2001-06-15,0753045370,esthermwakio687@gmail.com,1,TVET,Low,0,5,2022-11-16
5008,Salma,Kazungu,Female,2000-10-05,0761928279,salmakazungu692@gmail.com,5,University,Upper-Middle,1,5,2022-11-12
5009,Brenda,Chebet,Female,2003-11-15,0741417450,brendachebet161@gmail.com,1,Primary,Middle,0,5,2022-11-04
5010,Joyce,Kemunto,Female,1997-02-28,0785719751,joycekemunto727@gmail.com,3,Secondary,Low,0,5,2022-09-11
5011,Mishi,Chebet,Female,1997-10-15,0762108974,mishichebet360@gmail.com,5,Secondary,Middle,0,5,2022-12-10
5012,Christine,Chebet,Female,1998-12-27,0118139519,christinechebet960@gmail.com,5,Primary,Lower-Middle,1,5,2022-07-23
5013,Joyce,Chebet,Female,2000-03-13,0723924151,joycechebet742@gmail.com,2,Secondary,Low,1,5,2022-08-09
5014,Saumu,Kazungu,Female,2005-07-09,0712541895,saumukazungu753@gmail.com,3,Primary,Middle,0,5,2022-07-09
5015,Purity,Kazungu,Female,2001-11-18,0765179385,puritykazungu711@gmail.com,2,University,Middle,0,5,2022-06-05
5016,Sharon,Mutiso,Female,1998-07-11,0771737715,sharonmutiso110@gmail.com,3,TVET,Middle,0,6,2022-03-19
5017,Amina,Odhiambo,Female,2003-12-18,0719209382,aminaodhiambo915@gmail.com,3,Secondary,Low,1,5,2022-12-08
5018,Neema,Musyoka,Female,2002-09-16,0702212446,neemamusyoka596@gmail.com,1,TVET,Middle,0,7,2022-02-24
5019,Faith,Mwangeka,Female,2004-11-09,0759483074,faithmwangeka734@gmail.com,2,Primary,Lower-Middle,0,5,2022-12-10
5020,Esther,Mwashumbe,Female,2002-10-16,0743476296,esthermwashumbe249@gmail.com,3,Primary,Middle,0,5,2022-08-04
5021,Faith,Mwajuma,Female,1997-09-19,0721662241,faithmwajuma667@gmail.com,4,University,Low,1,5,2022-08-07
5022,Sharon,Masha,Female,2005-01-11,0761062175,sharonmasha666@gmail.com,6,Secondary,Low,0,7,2022-04-08
5023,Esther,Kombe,Female,1996-05-28,0767677379,estherkombe167@gmail.com,4,University,Lower-Middle,0,5,2022-01-22
5024,Janet,Kazungu,Female,1998-09-12,0715969813,janetkazungu625@gmail.com,5,TVET,Low,1,5,2022-05-19
5025,Sharon,Mghoi,Female,2003-01-07,0725361443,sharonmghoi697@gmail.com,2,TVET,Lower-Middle,1,5,2022-06-17
5026,Dorcas,Mghoi,Female,2001-09-26,0734046650,dorcasmghoi559@gmail.com,3,Secondary,Low,0,6,2022-12-08
5027,Mwanajuma,Kombe,Female,2000-07-18,0708663152,mwanajumakombe272@gmail.com,2,Secondary,Low,1,6,2022-07-15
5028,Mwanajuma,Wambui,Female,1994-04-11,0766094469,mwanajumawambui873@gmail.com,1,Secondary,Lower-Middle,0,7,2022-01-02
5029,Purity,Otieno,Female,1996-07-05,0757897616,purityotieno522@gmail.com,1,Secondary,Low,1,7,2022-10-28
5030,Ann,Mwakio,Female,1996-09-03,0708717682,annmwakio677@gmail.com,5,University,Upper-Middle,1,6,2022-06-17
5031,Mwanajuma,Mghoi,Female,1997-05-16,0714113631,mwanajumamghoi534@gmail.com,2,Secondary,Low,1,5,2022-07-01
5032,Joyce,Kioko,Female,2002-05-04,0770870145,joycekioko928@gmail.com,1,Primary,Low,0,5,2022-09-01
5033,Neema,Kioko,Female,1999-06-06,0766664155,neemakioko436@gmail.com,1,Secondary,Middle,0,6,2022-02-20
5034,Lydia,Otieno,Female,1998-06-21,0717438818,lydiaotieno674@gmail.com,1,Secondary,Low,1,7,2022-01-19
5035,Sharon,Omondi,Female,1998-05-23,0753221784,sharonomondi676@gmail.com,2,University,Low,0,6,2022-07-14
5036,Ann,Kioko,Female,1999-10-14,0731364396,annkioko956@gmail.com,5,TVET,Upper-Middle,0,5,2022-08-13
5037,Cynthia,Kombe,Female,2001-12-05,0775142145,cynthiakombe249@gmail.com,1,Secondary,Lower-Middle,1,5,2022-09-19
5038,Joyce,Mwashumbe,Female,2002-07-06,0707669421,joycemwashumbe140@gmail.com,3,Secondary,Low,1,5,2022-09-26
5039,Salma,Mutiso,Female,1999-08-18,0762180816,salmamutiso820@gmail.com,2,Secondary,Low,1,5,2022-10-24
5040,Mercy,Odhiambo,Female,2005-07-02,0744099975,mercyodhiambo786@gmail.com,2,TVET,Lower-Middle,0,7,2022-07-04
5041,Saumu,Mwangeka,Female,2002-11-27,0762043788,saumumwangeka622@gmail.com,6,TVET,Middle,0,5,2022-09-04
5042,Caroline,Wambui,Female,1996-07-25,0752575690,carolinewambui661@gmail.com,1,Secondary,Lower-Middle,1,7,2022-12-09
5043,Christine,Njeri,Female,2004-12-09,0787340571,christinenjeri148@gmail.com,1,Secondary,Lower-Middle,0,6,2022-08-11
5044,Diana,Baya,Female,1997-05-07,0715208258,dianabaya512@gmail.com,3,Primary,Upper-Middle,0,7,2022-10-18
5045,Mercy,Chebet,Female,1996-09-03,0767279664,mercychebet990@gmail.com,1,Primary,Low,0,5,2022-02-05
5046,Salma,Otieno,Female,1994-11-16,0103108370,salmaotieno269@gmail.com,2,University,Lower-Middle,0,6,2022-06-07
5047,Rose,Wambui,Female,1999-02-20,0765284454,rosewambui646@gmail.com,2,University,Low,0,5,2022-10-16
5048,Grace,Kioko,Female,2003-01-07,0723848195,gracekioko703@gmail.com,5,University,Low,1,5,2022-06-23
5049,Faith,Otieno,Female,1997-11-12,0741989320,faithotieno926@gmail.com,3,University,Lower-Middle,0,6,2022-04-14
5050,Neema,Mghoi,Female,2000-07-06,0764377157,neemamghoi339@gmail.com,4,Secondary,Lower-Middle,0,5,2022-08-23
5051,Purity,Mwashumbe,Female,2000-03-24,0717882931,puritymwashumbe990@gmail.com,1,TVET,Low,0,6,2022-08-28
5052,Grace,Kenga,Female,2000-10-22,0732572604,gracekenga579@gmail.com,3,University,Middle,0,7,2022-10-05
5053,Janet,Mwashumbe,Female,1994-04-19,0110988025,janetmwashumbe640@gmail.com,2,Secondary,Middle,1,5,2022-05-18
5054,Esther,Njeri,Female,1996-05-10,0797787268,esthernjeri200@gmail.com,4,Secondary,Low,0,5,2022-12-27
5055,Aisha,Musyoka,Female,1997-01-10,0743424645,aishamusyoka386@gmail.com,1,Secondary,Low,0,5,2022-09-02
5056,Zainabu,Chebet,Female,1995-11-26,0785437826,zainabuchebet352@gmail.com,6,Secondary,Low,0,7,2022-05-26
5057,Sharon,Kazungu,Female,2004-11-11,0721495795,sharonkazungu651@gmail.com,2,Secondary,Low,1,7,2022-03-25
5058,Halima,Mwakio,Female,1998-04-06,0705488037,halimamwakio209@gmail.com,5,Secondary,Upper-Middle,0,5,2022-09-17
5059,Mishi,Mwakio,Female,1999-12-02,0756828607,mishimwakio865@gmail.com,4,Secondary,Low,1,5,2022-09-13
5060,Mishi,Mwashumbe,Female,2005-09-08,0792472081,mishimwashumbe262@gmail.com,2,Secondary,Lower-Middle,1,5,2022-06-25
5061,Zainabu,Achieng,Female,1996-06-19,0762374111,zainabuachieng417@gmail.com,1,TVET,Low,1,5,2022-10-11
5062,Faith,Kioko,Female,2001-05-22,0797622021,faithkioko306@gmail.com,4,Secondary,Middle,1,5,2022-04-18
5063,Janet,Baya,Female,2001-06-18,0743740278,janetbaya799@gmail.com,3,University,Low,0,5,2022-12-24
5064,Mwanajuma,Mutiso,Female,1995-06-18,0795523045,mwanajumamutiso444@gmail.com,1,Secondary,Upper-Middle,1,6,2022-05-06
5065,Mariam,Kioko,Female,1994-10-27,0799641249,mariamkioko198@gmail.com,1,University,Low,0,5,2022-11-26
5066,Saumu,Mwandawiro,Female,1996-10-03,0797426941,saumumwandawiro898@gmail.com,1,University,Middle,1,7,2022-11-05
5067,Mercy,Mwangeka,Female,1997-09-01,0790131718,mercymwangeka116@gmail.com,1,University,Low,1,5,2022-07-26
5068,Sheila,Baya,Female,2003-03-04,0790328717,sheilabaya559@gmail.com,1,TVET,Low,1,5,2022-01-13
5069,Salma,Odhiambo,Female,2004-10-24,0781532010,salmaodhiambo994@gmail.com,5,Secondary,Lower-Middle,0,5,2022-11-12
5070,Agnes,Kemunto,Female,1994-07-05,0712889169,agneskemunto178@gmail.com,5,Secondary,Low,0,5,2022-04-24
5071,Amina,Odhiambo,Female,2002-03-20,0703118609,aminaodhiambo819@gmail.com,2,Primary,Lower-Middle,1,6,2022-07-14
5072,Halima,Odhiambo,Female,2000-03-09,0755538109,halimaodhiambo474@gmail.com,2,Primary,Low,0,6,2022-06-13
5073,Diana,Kombe,Female,2003-08-26,0727545814,dianakombe584@gmail.com,1,Secondary,Middle,1,5,2022-12-28
5074,Rose,Achieng,Female,1996-08-09,0766216785,roseachieng995@gmail.com,1,University,Low,1,5,2022-07-01
5075,Diana,Otieno,Female,2001-07-07,0790296408,dianaotieno218@gmail.com,2,Primary,Lower-Middle,0,5,2022-06-21
5076,Janet,Mwajuma,Female,1998-06-20,0796318871,janetmwajuma513@gmail.com,4,Secondary,Middle,0,6,2022-09-17
5077,Mariam,Mwadime,Female,2003-07-24,0709586050,mariammwadime215@gmail.com,6,Secondary,Low,1,5,2022-11-15
5078,Aisha,Mghoi,Female,1995-06-16,0753809158,aishamghoi478@gmail.com,2,Secondary,Low,1,5,2022-03-17
5079,Halima,Baya,Female,2005-02-25,0709792936,halimabaya202@gmail.com,3,University,Low,1,5,2022-01-23
5080,Rose,Kazungu,Female,1997-08-07,0726080828,rosekazungu951@gmail.com,1,Secondary,Low,1,6,2022-09-12
5081,Cynthia,Munga,Female,2000-06-10,0108620263,cynthiamunga513@gmail.com,2,University,Middle,0,5,2022-06-17
5082,Agnes,Baya,Female,2004-10-27,0716858416,agnesbaya663@gmail.com,1,Secondary,Middle,0,5,2022-02-14
5083,Sharon,Kazungu,Female,2005-10-07,0719733086,sharonkazungu736@gmail.com,5,Secondary,Low,0,7,2022-08-23
5084,Joyce,Wambui,Female,1995-10-19,0752903069,joycewambui769@gmail.com,1,University,Low,1,6,2022-06-20
5085,Cynthia,Mwandawiro,Female,1999-02-17,0773651585,cynthiamwandawiro419@gmail.com,2,TVET,Middle,1,6,2022-10-06
5086,Agnes,Mwandawiro,Female,1998-09-05,0702463383,agnesmwandawiro351@gmail.com,1,Secondary,Low,0,7,2022-08-22
5087,Grace,Baya,Female,1995-08-08,0771784587,gracebaya225@gmail.com,1,University,Lower-Middle,0,5,2022-09-11
5088,Mariam,Mwandawiro,Female,1995-07-09,0778961053,mariammwandawiro904@gmail.com,2,TVET,Middle,0,5,2022-08-10
5089,Rose,Odhiambo,Female,2005-10-28,0780907504,roseodhiambo698@gmail.com,3,TVET,Lower-Middle,1,7,2022-12-19
5090,Caroline,Omondi,Female,2001-01-09,0762815933,carolineomondi612@gmail.com,6,TVET,Low,0,5,2022-12-23
5091,Saumu,Chebet,Female,2000-12-01,0764166813,saumuchebet849@gmail.com,1,Secondary,Lower-Middle,0,5,2022-11-14
5092,Saumu,Achieng,Female,2001-10-06,0111831608,saumuachieng893@gmail.com,5,Secondary,Low,0,6,2022-06-03
5093,Caroline,Masha,Female,2002-06-18,0747726795,carolinemasha319@gmail.com,2,University,Low,0,6,2022-09-18
5094,Neema,Kazungu,Female,1996-06-11,0775974887,neemakazungu299@gmail.com,3,TVET,Lower-Middle,0,5,2022-05-06
5095,Mishi,Baya,Female,1999-11-17,0790237024,mishibaya902@gmail.com,1,Primary,Upper-Middle,0,5,2022-02-28
5096,Purity,Musyoka,Female,2003-03-17,0116867149,puritymusyoka432@gmail.com,2,Primary,Low,1,5,2022-12-28
5097,Janet,Achieng,Female,2002-06-04,0701184252,janetachieng669@gmail.com,1,Secondary,Low,0,5,2022-08-20
5098,Fatuma,Otieno,Female,2004-08-12,0795214620,fatumaotieno203@gmail.com,2,Secondary,Middle,0,5,2022-10-04
5099,Lydia,Kioko,Female,2000-05-23,0700720322,lydiakioko518@gmail.com,5,Secondary,Middle,0,7,2022-12-12
5100,Aisha,Wambui,Female,1996-09-11,0109712157,aishawambui644@gmail.com,4,Secondary,Low,0,5,2022-09-13
5101,Grace,Odhiambo,Female,2005-06-01,0794216921,graceodhiambo565@gmail.com,2,Secondary,Upper-Middle,0,5,2022-10-15
5102,Neema,Otieno,Female,1997-01-27,0100617789,neemaotieno906@gmail.com,2,TVET,Low,1,7,2022-02-22
5103,Esther,Mwajuma,Female,1994-04-13,0118733911,esthermwajuma324@gmail.com,5,Secondary,Middle,1,5,2022-12-02
5104,Zainabu,Baya,Female,2001-05-06,0727499352,zainabubaya666@gmail.com,1,Secondary,Low,1,7,2022-09-28
5105,Mishi,Njeri,Female,2002-01-15,0744880192,mishinjeri672@gmail.com,1,University,Low,1,5,2022-12-21
5106,Caroline,Kemunto,Female,1996-06-01,0109942414,carolinekemunto828@gmail.com,2,Secondary,Upper-Middle,0,5,2022-10-19
5107,Rose,Mwakio,Female,1997-01-25,0704063886,rosemwakio360@gmail.com,3,University,Lower-Middle,0,5,2022-09-10
5108,Fatuma,Musyoka,Female,1999-07-04,0740354406,fatumamusyoka503@gmail.com,2,University,Low,0,5,2022-03-12
5109,Rose,Kioko,Female,1998-09-26,0769712106,rosekioko957@gmail.com,2,Secondary,Lower-Middle,0,7,2022-06-15
5110,Brenda,Odhiambo,Female,2004-05-03,0727083457,brendaodhiambo315@gmail.com,2,TVET,Low,1,5,2022-01-06
5111,Aisha,Njeri,Female,2000-06-15,0103873341,aishanjeri712@gmail.com,2,TVET,Lower-Middle,0,5,2022-12-23
5112,Dorcas,Mwangeka,Female,2001-09-09,0766627131,dorcasmwangeka473@gmail.com,1,Primary,Low,1,5,2022-12-06
5113,Zainabu,Kombe,Female,2001-09-12,0703752335,zainabukombe678@gmail.com,2,Secondary,Middle,0,5,2022-10-20
5114,Faith,Mutiso,Female,1999-01-04,0793344365,faithmutiso825@gmail.com,3,Secondary,Upper-Middle,0,5,2022-04-06
5115,Ann,Kazungu,Female,2003-06-14,0108514237,annkazungu747@gmail.com,2,TVET,Low,0,7,2022-06-04
5116,Zainabu,Musyoka,Female,1997-12-14,0761135888,zainabumusyoka362@gmail.com,1,Secondary,Lower-Middle,0,6,2022-11-11
5117,Grace,Mutiso,Female,1999-11-25,0799890011,gracemutiso945@gmail.com,1,Primary,Low,1,5,2022-01-12
5118,Caroline,Achieng,Female,2005-01-18,0721079108,carolineachieng334@gmail.com,1,University,Upper-Middle,0,5,2022-09-02
5119,Neema,Masha,Female,1998-08-21,0103728300,neemamasha349@gmail.com,2,Secondary,Middle,1,5,2022-04-18
5120,Mercy,Mwajuma,Female,1996-03-15,0742178277,mercymwajuma258@gmail.com,2,University,Middle,0,5,2022-12-01
5121,Sharon,Odhiambo,Female,1997-03-12,0115121383,sharonodhiambo894@gmail.com,4,University,Lower-Middle,1,5,2022-04-07
5122,Mwanajuma,Masha,Female,1998-03-09,0700174259,mwanajumamasha990@gmail.com,5,Primary,Lower-Middle,0,5,2022-04-18
5123,Agnes,Kazungu,Female,2001-01-15,0762809956,agneskazungu509@gmail.com,1,Primary,Low,0,5,2022-11-10
5124,Purity,Kemunto,Female,2005-02-01,0702757898,puritykemunto553@gmail.com,1,University,Middle,0,5,2022-08-18
5125,Mercy,Baya,Female,1994-03-10,0783896653,mercybaya734@gmail.com,1,Secondary,Middle,0,7,2022-07-07
5126,Caroline,Mutiso,Female,2001-06-27,0773182913,carolinemutiso232@gmail.com,1,Primary,Low,0,5,2022-01-15
5127,Purity,Kenga,Female,2005-03-06,0722544639,puritykenga513@gmail.com,2,Secondary,Lower-Middle,0,6,2022-11-20
5128,Rose,Mwandawiro,Female,2001-07-28,0796330241,rosemwandawiro715@gmail.com,3,Secondary,Lower-Middle,0,5,2022-05-19
5129,Salma,Odhiambo,Female,1998-08-04,0116756948,salmaodhiambo777@gmail.com,2,Secondary,Low,0,5,2022-09-08
5130,Grace,Musyoka,Female,2003-01-18,0715506403,gracemusyoka615@gmail.com,4,Secondary,Lower-Middle,1,6,2022-07-22
5131,Esther,Kenga,Female,2004-01-18,0759551495,estherkenga794@gmail.com,1,Secondary,Upper-Middle,0,7,2022-09-04
5132,Neema,Otieno,Female,2000-01-11,0726716977,neemaotieno960@gmail.com,2,Secondary,Middle,1,5,2022-08-13
5133,Esther,Kombe,Female,1998-09-03,0724795605,estherkombe224@gmail.com,2,Secondary,Low,1,7,2022-01-13
5134,Brenda,Mwashumbe,Female,1994-03-09,0101905362,brendamwashumbe924@gmail.com,5,Secondary,Lower-Middle,1,5,2022-09-11
5135,Joyce,Omondi,Female,2000-03-12,0766548190,joyceomondi316@gmail.com,3,Primary,Lower-Middle,0,5,2022-08-18
5136,Saumu,Kioko,Female,1998-04-22,0119960675,saumukioko530@gmail.com,5,Primary,Lower-Middle,0,5,2022-01-16
5137,Grace,Mutiso,Female,1996-06-18,0118713228,gracemutiso773@gmail.com,4,Secondary,Low,1,5,2022-09-19
5138,Brenda,Kenga,Female,2002-03-21,0794305044,brendakenga170@gmail.com,1,Secondary,Lower-Middle,0,5,2022-04-28
5139,Caroline,Mwangeka,Female,1999-11-16,0787970415,carolinemwangeka840@gmail.com,3,Secondary,Upper-Middle,0,5,2022-05-07
5140,Sheila,Otieno,Female,2000-11-18,0729273073,sheilaotieno531@gmail.com,1,TVET,Lower-Middle,1,5,2022-08-02
5141,Caroline,Munga,Female,2000-08-11,0784990097,carolinemunga904@gmail.com,6,Secondary,Lower-Middle,1,5,2022-08-26
5142,Halima,Wambui,Female,1999-06-07,0111665043,halimawambui617@gmail.com,2,University,Middle,0,5,2022-07-14
5143,Saumu,Omondi,Female,2001-08-03,0762302482,saumuomondi209@gmail.com,3,University,Lower-Middle,0,7,2022-02-07
5144,Aisha,Wambui,Female,1996-12-28,0115752262,aishawambui605@gmail.com,3,Secondary,Low,1,5,2022-06-26
5145,Rose,Kazungu,Female,1995-02-16,0796851450,rosekazungu138@gmail.com,6,TVET,Lower-Middle,1,6,2022-11-03
5146,Dorcas,Odhiambo,Female,2000-09-02,0110156314,dorcasodhiambo540@gmail.com,1,Secondary,Lower-Middle,0,6,2022-05-07
5147,Dorcas,Juma,Female,1998-05-13,0735852110,dorcasjuma836@gmail.com,2,Primary,Middle,0,5,2022-10-28
5148,Halima,Mwadime,Female,2001-08-24,0729753335,halimamwadime963@gmail.com,1,Secondary,Lower-Middle,0,5,2022-10-10
5149,Aisha,Chebet,Female,2002-12-26,0745296933,aishachebet625@gmail.com,2,Secondary,Low,0,5,2022-07-19
5150,Purity,Wambui,Female,2001-10-01,0787333816,puritywambui286@gmail.com,4,Secondary,Lower-Middle,1,5,2022-09-08
5151,Agnes,Chebet,Female,1999-09-20,0791354665,agneschebet453@gmail.com,3,University,Low,0,5,2022-06-08
5152,Sharon,Kemunto,Female,2002-09-14,0701025698,sharonkemunto513@gmail.com,3,Secondary,Lower-Middle,1,5,2022-07-24
5153,Brenda,Kemunto,Female,1998-07-17,0798963277,brendakemunto191@gmail.com,6,Secondary,Low,1,5,2022-06-12
5154,Ann,Odhiambo,Female,1997-05-18,0740362899,annodhiambo748@gmail.com,2,Secondary,Low,0,5,2022-08-19
5155,Grace,Kioko,Female,2003-03-24,0768981211,gracekioko106@gmail.com,4,TVET,Low,0,5,2022-06-08
5156,Cynthia,Wambui,Female,1996-10-12,0778650952,cynthiawambui900@gmail.com,4,Secondary,Low,1,5,2022-09-01
5157,Zainabu,Wambui,Female,1995-01-25,0774126009,zainabuwambui660@gmail.com,1,Primary,Low,1,5,2022-01-15
