enrollment_id,application_id,enrollment_date,completion_status,completion_date
610,2016,2020-09-16,Completed,2020-03-08
611,2017,2020-09-09,Completed,2020-11-09
612,2018,2020-11-20,Completed,2020-05-11
613,2019,2021-01-08,Completed,2020-05-09
614,2021,2020-09-11,Completed,2020-11-08
615,2022,2020-07-30,Completed,2020-08-07
616,2024,2020-07-19,Completed,2020-09-21
617,2025,2020-09-09,Completed,2020-11-14
618,2027,2020-09-09,Completed,2020-11-13
619,2028,2020-10-08,Completed,2020-05-10
620,2029,2020-06-07,Completed,2020-08-09
621,2030,2020-07-15,Completed,2020-09-17
622,2031,2020-09-09,Completed,2020-11-11
623,2032,2020-01-25,Completed,2020-03-11
624,2033,2020-08-20,Completed,2020-05-09
625,2034,2020-11-07,Completed,2020-05-12
626,2035,2020-06-07,Completed,2020-08-09
627,2036,2020-09-28,Completed,2020-09-20
628,2037,2020-06-09,Completed,2020-05-13
629,2038,2020-06-07,Completed,2020-08-11
630,2039,2021-01-01,Completed,2020-04-03
631,3101,2021-12-23,Completed,2021-05-10
632,3102,2021-09-04,Completed,2021-11-04
633,3103,2021-03-25,Completed,2021-05-08
634,3104,2021-12-30,Completed,2021-09-24
635,3105,2021-07-20,Completed,2021-09-20
636,3106,2021-07-20,Completed,2021-09-21
637,3108,2021-10-05,Completed,2021-11-09
638,3109,2021-08-06,Completed,2021-09-25
639,3110,2021-05-21,Withdrawn,2021-03-04
640,3111,2021-03-06,Completed,2021-05-07
641,3112,2021-12-06,Completed,2021-08-08
642,3113,2021-09-09,Completed,2021-11-11
643,3114,2021-09-04,Completed,2021-11-07
644,3115,2021-09-07,Completed,2021-07-20
645,3116,2021-07-20,Completed,2021-09-23
646,3117,2021-09-04,Completed,2021-11-08
647,3118,2021-10-29,Completed,2021-09-23
648,3119,2021-01-15,Completed,2021-03-07
649,3122,2021-10-29,Completed,2021-11-12
650,3123,2021-09-09,Completed,2021-11-09
651,3124,2021-09-04,Completed,2021-11-04
652,3125,2021-07-20,Completed,2021-09-24
653,3127,2021-06-04,Completed,2021-08-09
654,3128,2021-06-04,Completed,2021-08-05
655,3129,2021-12-02,Completed,2021-11-12
656,3130,2021-10-20,Completed,2021-11-09
657,3131,2021-09-05,Withdrawn,2021-07-17
658,3132,2021-09-04,Completed,2021-11-04
659,3133,2021-07-20,Withdrawn,2021-08-29
660,3134,2021-09-09,Completed,2021-11-14
661,3135,2021-09-29,Completed,2021-03-07
662,3137,2021-06-05,Completed,2021-05-07
663,3138,2021-07-25,Completed,2021-03-04
664,3140,2021-10-30,Completed,2021-11-08
665,3141,2021-09-09,Withdrawn,2021-09-18
666,3142,2021-06-04,Completed,2021-08-06
667,3144,2021-11-25,Completed,2021-05-11
668,3146,2021-07-20,Completed,2021-09-24
669,3147,2021-06-04,Completed,2021-08-08
670,3148,2021-10-25,Completed,2021-03-07
671,3149,2021-07-20,Completed,2021-09-24
672,3150,2021-09-09,Completed,2021-11-10
673,3151,2021-05-04,Completed,2021-05-19
674,3152,2021-10-14,Completed,2021-09-20
675,3153,2021-09-09,Completed,2021-11-12
676,3154,2021-04-26,Completed,2021-03-09
677,3155,2021-10-15,Withdrawn,2021-08-04
678,3156,2021-09-09,Completed,2021-11-11
679,3157,2021-11-30,Withdrawn,2021-05-06
680,3158,2021-09-09,Completed,2021-11-11
681,3159,2021-10-04,Completed,2021-09-20
682,3160,2021-09-18,Completed,2021-11-09
683,3161,2021-09-11,Completed,2021-05-09
684,3164,2021-10-19,Completed,2021-08-04
685,3166,2021-12-05,Withdrawn,2021-07-17
686,3167,2021-06-15,Completed,2021-05-20
687,3168,2021-09-04,Completed,2021-11-06
688,3170,2021-09-09,Completed,2021-11-11
689,3171,2021-09-04,Withdrawn,2021-10-04
690,3172,2021-07-14,Completed,2021-08-05
691,3173,2021-07-07,Completed,2021-05-19
692,3174,2021-09-04,Completed,2021-11-09
693,3176,2021-07-19,Completed,2021-07-17
694,3177,2021-09-09,Completed,2021-11-13
695,3178,2021-04-12,Completed,2021-05-10
696,3179,2021-05-17,Completed,2021-07-20
697,3180,2021-02-17,Completed,2021-03-06
698,3181,2021-01-20,Completed,2021-03-05
699,3182,2021-09-04,Completed,2021-11-06
700,3183,2021-07-20,Completed,2021-09-25
701,3184,2021-11-14,Completed,2021-09-24
702,3185,2021-08-28,Completed,2021-07-20
703,3186,2021-10-27,Completed,2021-03-05
704,3187,2021-12-06,Completed,2021-05-20
705,3188,2021-09-09,Completed,2021-11-13
706,3189,2021-12-25,Completed,2021-05-06
707,3190,2021-07-23,Withdrawn,2021-05-06
708,3191,2021-07-20,Completed,2021-09-21
709,3192,2021-07-20,Completed,2021-09-20
710,3193,2021-09-09,Withdrawn,2021-11-07
711,3194,2021-03-06,Completed,2021-05-07
712,3196,2021-06-04,Completed,2021-08-05
713,3198,2022-01-02,Completed,2021-07-22
714,3199,2021-07-26,Completed,2021-07-21
715,3200,2021-11-29,Withdrawn,2021-09-20
716,3201,2021-03-18,Completed,2021-05-07
717,3202,2021-07-20,Completed,2021-09-20
718,3203,2021-06-04,Completed,2021-08-09
719,3205,2021-06-04,Withdrawn,2021-07-15
720,3206,2021-12-17,Completed,2021-03-06
721,3207,2021-09-23,Completed,2021-08-09
722,3210,2021-10-01,Completed,2021-05-07
723,3211,2021-11-27,Completed,2021-09-22
724,3212,2021-11-05,Completed,2021-05-09
725,3213,2021-09-09,Completed,2021-11-14
726,3214,2021-11-06,Completed,2021-09-23
727,3216,2021-10-13,Completed,2021-07-18
728,3217,2021-12-12,Completed,2021-11-04
729,3218,2021-08-18,Completed,2021-09-23
730,3221,2021-08-28,Completed,2021-08-08
731,3222,2021-12-01,Completed,2021-09-21
732,3223,2021-07-20,Completed,2021-09-25
733,3225,2021-09-04,Completed,2021-11-07
734,3226,2021-07-20,Completed,2021-09-23
735,3227,2021-09-09,Completed,2021-11-10
736,3228,2021-07-20,Withdrawn,2021-08-10
737,3229,2021-01-26,Completed,2021-03-06
738,3230,2021-06-21,Completed,2021-05-09
739,3231,2021-05-17,Completed,2021-07-18
740,3232,2021-09-03,Completed,2021-09-25
741,3235,2021-09-04,Completed,2021-11-05
742,3237,2021-07-03,Completed,2021-08-04
743,3238,2021-11-24,Completed,2021-11-06
744,3239,2021-09-16,Completed,2021-09-22
745,3240,2021-09-09,Completed,2021-11-09
746,3241,2021-06-04,Completed,2021-08-05
747,3242,2021-04-01,Completed,2021-05-08
748,3243,2021-09-09,Completed,2021-11-11
749,3244,2021-06-13,Completed,2021-07-18
750,3245,2022-01-01,Completed,2021-11-10
751,3246,2021-07-06,Completed,2021-03-07
752,3248,2021-12-19,Completed,2021-11-14
753,3249,2021-09-09,Completed,2021-11-10
754,3250,2021-10-03,Completed,2021-05-09
755,3251,2021-06-25,Completed,2021-07-22
756,3254,2021-07-27,Completed,2021-08-04
757,3255,2021-09-04,Completed,2021-11-09
758,3256,2021-12-20,Withdrawn,2021-08-04
759,3258,2021-12-23,Completed,2021-08-09
760,3259,2021-05-12,Completed,2021-05-08
761,3261,2021-09-11,Withdrawn,2021-09-20
762,3262,2021-09-09,Completed,2021-11-09
763,3263,2021-03-22,Completed,2021-05-16
764,3265,2021-09-17,Completed,2021-08-04
765,3266,2021-09-09,Completed,2021-11-09
766,3267,2021-07-20,Completed,2021-09-20
767,3268,2021-09-04,Completed,2021-11-05
768,3269,2021-05-17,Completed,2021-07-22
769,3272,2021-07-20,Completed,2021-09-24
770,3273,2021-10-02,Completed,2021-03-09
771,3274,2021-09-09,Completed,2021-11-14
772,3277,2021-08-04,Withdrawn,2021-08-04
773,3278,2021-05-10,Completed,2021-05-18
774,4201,2022-09-20,Withdrawn,2022-10-30
775,4202,2022-08-25,Completed,2022-05-15
776,4204,2022-10-14,Completed,2022-07-18
777,4206,2022-06-30,Completed,2022-07-10
778,4207,2022-11-28,Completed,2022-04-15
779,4208,2022-10-11,Completed,2022-12-14
780,4209,2022-12-30,Completed,2022-10-20
781,4210,2022-11-06,Completed,2022-11-20
782,4211,2022-03-31,Completed,2022-05-14
783,4212,2022-09-17,Completed,2022-11-18
784,4213,2022-08-27,Completed,2022-05-16
785,4214,2022-12-26,Completed,2022-04-12
786,4215,2022-10-11,Completed,2022-12-16
787,4217,2022-04-22,Completed,2022-05-15
788,4218,2022-10-11,Completed,2022-12-14
789,4219,2022-12-29,Completed,2022-10-04
790,4220,2023-01-07,Completed,2022-11-22
791,4221,2022-10-01,Completed,2022-11-10
792,4222,2022-10-11,Completed,2022-12-13
793,4223,2022-04-14,Completed,2022-05-13
794,4224,2022-08-03,Completed,2022-10-06
795,4226,2022-08-03,Completed,2022-10-03
796,4227,2022-08-13,Completed,2022-05-15
797,4229,2022-09-16,Completed,2022-10-06
798,4230,2022-10-03,Withdrawn,2022-10-30
799,4231,2022-08-27,Completed,2022-07-12
800,4232,2022-10-11,Completed,2022-12-14
801,4235,2022-10-11,Withdrawn,2022-12-04
802,4236,2022-08-14,Completed,2022-10-07
803,4237,2022-09-18,Completed,2022-05-14
804,4238,2022-12-17,Completed,2022-10-18
805,4239,2022-05-08,Completed,2022-07-12
806,4240,2022-10-11,Completed,2022-12-15
807,4241,2022-04-18,Completed,2022-06-19
808,4242,2022-12-24,Completed,2022-12-11
809,4243,2022-08-20,Completed,2022-10-18
810,4244,2022-10-03,Completed,2022-12-03
811,4245,2022-05-31,Completed,2022-07-17
812,4246,2022-10-29,Completed,2022-07-22
813,4247,2022-07-20,Completed,2022-04-15
814,4248,2022-12-25,Completed,2022-10-23
815,4249,2022-12-04,Completed,2022-05-17
816,4250,2022-10-27,Completed,2022-10-03
817,4251,2022-08-21,Completed,2022-10-23
818,4252,2022-11-18,Completed,2022-04-17
819,4253,2022-05-17,Completed,2022-07-19
820,4254,2022-09-18,Completed,2022-07-18
821,4255,2022-04-26,Completed,2022-04-15
822,4256,2022-12-23,Withdrawn,2022-11-17
823,4257,2022-09-05,Completed,2022-11-07
824,4258,2023-01-04,Completed,2022-04-12
825,4259,2022-10-11,Completed,2022-12-12
826,4260,2022-10-19,Completed,2022-11-21
827,4261,2022-10-03,Completed,2022-12-05
828,4262,2022-09-05,Completed,2022-11-06
829,4263,2022-12-29,Completed,2022-06-20
830,4264,2022-08-03,Completed,2022-10-04
831,4265,2022-05-25,Completed,2022-07-11
832,4266,2022-06-02,Completed,2022-07-09
833,4267,2022-08-18,Completed,2022-10-20
834,4269,2022-04-18,Completed,2022-06-21
835,4270,2022-09-20,Completed,2022-11-22
836,4271,2022-04-06,Completed,2022-04-13
837,4272,2022-03-24,Completed,2022-05-17
838,4274,2022-08-18,Completed,2022-10-20
839,4275,2022-04-18,Completed,2022-06-23
840,4276,2022-11-15,Completed,2022-05-17
841,4277,2022-10-03,Completed,2022-12-07
842,4278,2022-11-05,Completed,2022-12-14
843,4280,2022-12-24,Completed,2022-11-17
844,4281,2022-12-12,Completed,2022-04-13
845,4282,2022-09-05,Completed,2022-11-08
846,4283,2022-09-23,Completed,2022-07-20
847,4284,2022-08-18,Completed,2022-10-19
848,4285,2022-09-17,Completed,2022-11-17
849,4286,2023-01-04,Completed,2022-11-24
850,4287,2022-12-01,Completed,2022-11-22
851,4288,2022-12-24,Completed,2022-12-04
852,4289,2022-10-11,Completed,2022-12-14
853,4290,2022-05-08,Completed,2022-07-08
854,4291,2023-01-01,Completed,2022-06-20
855,4292,2022-09-05,Completed,2022-11-08
856,4293,2022-09-05,Completed,2022-11-05
857,4294,2022-03-20,Completed,2022-05-14
858,4295,2022-10-11,Completed,2022-12-13
859,4296,2022-10-03,Completed,2022-12-03
860,4297,2022-11-26,Completed,2022-04-15
861,4298,2022-12-21,Completed,2022-07-19
862,4300,2022-08-03,Completed,2022-10-03
863,4301,2022-10-11,Completed,2022-12-15
864,4302,2022-07-10,Completed,2022-06-20
865,4303,2022-05-17,Completed,2022-07-18
866,4304,2022-09-05,Completed,2022-11-10
867,4305,2022-10-11,Completed,2022-12-13
868,4306,2022-05-09,Completed,2022-07-11
869,4307,2022-10-19,Completed,2022-12-08
870,4309,2022-05-17,Completed,2022-07-22
871,4311,2022-05-22,Completed,2022-05-15
872,4312,2022-09-18,Completed,2022-07-21
873,4313,2022-06-13,Completed,2022-05-14
874,4314,2022-11-24,Completed,2022-11-07
875,4315,2022-11-28,Completed,2022-10-18
876,4316,2022-10-03,Completed,2022-12-04
877,4317,2022-09-17,Completed,2022-11-18
878,4318,2022-07-11,Completed,2022-07-12
879,4319,2022-10-03,Completed,2022-12-04
880,4320,2022-11-11,Completed,2022-10-08
881,4321,2022-11-28,Completed,2022-11-24
882,4322,2022-10-11,Completed,2022-12-13
883,4323,2022-12-20,Completed,2022-12-08
884,4324,2022-10-03,Completed,2022-12-08
885,4325,2022-05-17,Withdrawn,2022-07-10
886,4326,2022-09-17,Withdrawn,2022-11-15
887,4327,2022-09-05,Completed,2022-11-10
888,4328,2022-05-08,Completed,2022-07-10
889,4329,2022-12-23,Completed,2022-06-23
890,4330,2022-05-08,Completed,2022-07-12
891,4331,2022-06-10,Completed,2022-07-22
892,4332,2022-08-18,Completed,2022-10-20
893,4333,2022-10-11,Completed,2022-12-13
894,4334,2022-08-26,Completed,2022-10-22
895,4335,2022-10-03,Completed,2022-12-04
896,4337,2022-08-03,Completed,2022-10-06
897,4338,2022-08-22,Completed,2022-07-22
898,4340,2022-07-10,Completed,2022-04-12
899,4341,2022-10-10,Withdrawn,2022-10-18
900,4342,2022-10-17,Withdrawn,2022-05-12
901,4343,2022-03-12,Withdrawn,2022-04-12
902,4346,2022-09-27,Completed,2022-04-13
903,4348,2022-10-07,Completed,2022-10-07
904,4350,2022-12-17,Completed,2022-10-05
905,4351,2022-11-16,Completed,2022-11-05
906,4353,2022-10-03,Completed,2022-12-08
907,4354,2022-12-27,Completed,2022-07-19
908,4355,2022-05-20,Completed,2022-07-18
909,4356,2022-12-13,Completed,2022-10-23
910,4358,2022-11-10,Completed,2022-11-21
911,4360,2022-10-25,Completed,2022-07-19
912,4361,2022-09-24,Completed,2022-10-22
913,4362,2022-04-18,Completed,2022-06-21
914,4363,2022-08-03,Completed,2022-10-04
915,4364,2022-10-03,Completed,2022-12-08
916,4365,2022-08-03,Withdrawn,2022-09-08
917,4366,2022-10-11,Completed,2022-12-15
918,4367,2022-12-27,Completed,2022-11-21
919,4368,2022-12-19,Completed,2022-06-19
920,4369,2022-06-22,Completed,2022-05-16
921,4371,2022-02-12,Withdrawn,2022-03-15
922,4372,2022-09-16,Withdrawn,2022-07-17
923,4374,2022-09-20,Completed,2022-11-23
924,4375,2022-05-08,Completed,2022-07-08
925,4376,2022-10-03,Completed,2022-12-06
926,4377,2022-08-16,Completed,2022-07-11
927,4378,2022-10-03,Withdrawn,2022-11-10
928,4380,2022-12-14,Completed,2022-10-23
929,4381,2022-10-13,Withdrawn,2022-10-03
930,4382,2022-12-02,Completed,2022-12-16
931,4384,2022-08-03,Completed,2022-10-04
932,4385,2022-09-17,Completed,2022-11-18
933,4386,2022-12-20,Withdrawn,2022-11-20
934,4387,2022-07-27,Completed,2022-06-19
935,4388,2022-10-11,Completed,2022-12-15
936,4389,2022-08-18,Completed,2022-10-18
937,4390,2022-12-27,Completed,2022-11-22
938,4391,2022-10-10,Completed,2022-07-12
939,4394,2022-10-03,Completed,2022-12-08
940,4395,2022-10-03,Completed,2022-12-08
941,4399,2022-04-18,Completed,2022-06-22
942,4400,2022-08-18,Completed,2022-10-21
943,4401,2022-08-24,Withdrawn,2022-04-12
944,4403,2022-07-18,Withdrawn,2022-04-12
945,4404,2022-09-17,Completed,2022-11-18
946,4405,2022-09-02,Completed,2022-07-17
947,4406,2022-03-12,Completed,2022-05-13
948,4407,2022-08-28,Completed,2022-06-20
949,4408,2022-12-14,Completed,2022-05-14
950,4409,2022-10-03,Completed,2022-12-03
951,4410,2022-10-11,Completed,2022-12-11
952,4411,2022-10-03,Completed,2022-12-04
953,4412,2022-10-01,Completed,2022-11-17
954,4413,2022-09-17,Withdrawn,2022-10-09
955,4414,2022-05-20,Completed,2022-06-23
956,4415,2022-05-30,Completed,2022-07-10
957,4416,2022-05-30,Completed,2022-07-08
958,4417,2022-08-18,Withdrawn,2022-09-25
959,4418,2022-10-03,Completed,2022-12-05
960,4419,2022-10-11,Completed,2022-12-15
961,4420,2022-05-08,Completed,2022-07-08
962,4421,2022-11-11,Completed,2022-07-19
963,4422,2022-08-03,Completed,2022-10-05
964,4423,2022-08-15,Completed,2022-04-13
965,4424,2022-08-03,Completed,2022-10-06
966,4425,2022-11-10,Completed,2022-05-13
967,4426,2022-05-21,Completed,2022-07-11
968,4427,2022-08-18,Completed,2022-10-20
969,4430,2022-10-11,Completed,2022-12-12
970,4431,2022-10-03,Completed,2022-12-07
971,4432,2022-10-11,Completed,2022-12-13
972,4433,2022-08-17,Completed,2022-04-13
973,4434,2022-09-17,Withdrawn,2022-10-17
974,4435,2022-08-27,Completed,2022-10-22
975,4436,2022-05-27,Completed,2022-05-12
976,4437,2022-09-05,Completed,2022-11-07
977,4438,2022-10-03,Completed,2022-12-05
978,4439,2022-10-11,Completed,2022-12-12
979,4440,2022-11-18,Completed,2022-06-18
980,4441,2022-09-20,Completed,2022-11-22
981,4442,2022-03-12,Withdrawn,2022-05-08
982,4443,2022-11-12,Completed,2022-05-13
983,4444,2022-02-12,Completed,2022-04-15
984,4445,2022-09-05,Completed,2022-11-07
985,4446,2022-05-08,Completed,2022-07-12
986,4447,2022-07-18,Completed,2022-05-15
987,4448,2022-03-12,Completed,2022-05-17
988,4450,2022-09-02,Completed,2022-06-18
989,4451,2022-09-05,Completed,2022-11-10
990,4452,2022-08-28,Completed,2022-10-04
991,4453,2022-08-24,Completed,2022-04-12
992,4454,2022-04-07,Completed,2022-05-17
993,4455,2022-08-03,Completed,2022-10-06
994,4456,2022-03-12,Completed,2022-05-15
995,4458,2022-10-28,Completed,2022-07-09
996,4459,2022-12-25,Withdrawn,2022-05-12
997,4460,2022-08-03,Completed,2022-10-07
998,4462,2022-11-22,Completed,2022-10-05
999,4463,2022-08-03,Completed,2022-10-04
1000,4464,2022-10-22,Completed,2022-04-17
1001,4466,2022-09-17,Completed,2022-11-22
1002,4468,2022-09-17,Completed,2022-11-22
1003,4469,2022-09-20,Completed,2022-11-24
1004,4470,2022-05-17,Completed,2022-07-21
1005,4471,2022-10-21,Completed,2022-05-17
1006,4473,2022-12-02,Completed,2022-11-22
1007,4474,2022-09-05,Completed,2022-11-10
1008,4476,2023-01-07,Completed,2022-10-08
1009,4477,2022-10-11,Completed,2022-12-13
1010,4478,2022-10-26,Completed,2022-05-13
1011,4479,2022-03-15,Completed,2022-04-14
1012,4480,2022-09-17,Completed,2022-11-21
1013,4481,2022-10-03,Completed,2022-12-03
1014,4482,2022-09-04,Withdrawn,2022-07-08
1015,4483,2022-03-01,Completed,2022-04-15
1016,4484,2022-10-03,Completed,2022-12-04
1017,4485,2022-12-24,Completed,2022-12-08
1018,4486,2022-10-03,Completed,2022-12-07
1019,4487,2023-01-07,Completed,2022-07-09
1020,4488,2022-10-29,Withdrawn,2022-10-03
1021,4489,2022-09-05,Completed,2022-11-06
1022,4490,2022-09-06,Completed,2022-05-16
1023,4491,2022-10-07,Completed,2022-06-21
1024,4492,2022-08-03,Completed,2022-10-07
1025,4493,2022-07-30,Completed,2022-04-16
1026,4495,2022-08-04,Completed,2022-07-19
1027,4497,2022-10-20,Completed,2022-04-16
1028,4498,2022-11-11,Completed,2022-12-06
1029,5901,2023-06-20,Completed,2023-06-09
1030,5902,2023-10-19,Completed,2023-12-24
1031,5903,2023-10-08,Completed,2023-04-19
1032,5904,2023-09-08,Withdrawn,2023-10-30
1033,5905,2023-10-19,Completed,2023-12-20
1034,5906,2023-08-11,Completed,2023-03-12
1035,5907,2023-11-18,Completed,2023-03-06
1036,5908,2023-07-01,Completed,2023-03-13
1037,5909,2023-06-24,Completed,2023-04-19
1038,5910,2023-06-19,Completed,2023-03-08
1039,5911,2023-06-05,Completed,2023-04-16
1040,5912,2023-04-10,Completed,2023-06-15
1041,5913,2023-10-02,Completed,2023-06-20
1042,5914,2023-04-10,Completed,2023-06-12
1043,5915,2023-04-10,Completed,2023-06-15
1044,5916,2023-12-30,Completed,2023-10-17
1045,5917,2023-04-09,Completed,2023-06-14
1046,5918,2023-04-09,Completed,2023-06-10
1047,5920,2023-06-23,Completed,2023-04-16
1048,5921,2023-06-29,Completed,2023-06-14
1049,5923,2023-06-15,Completed,2023-08-15
1050,5925,2023-12-17,Completed,2023-03-08
1051,5926,2023-04-18,Completed,2023-06-22
1052,5927,2023-09-17,Completed,2023-06-11
1053,5930,2023-09-26,Completed,2023-06-10
1054,5931,2023-03-07,Completed,2023-03-08
1055,5932,2023-10-01,Completed,2023-03-08
1056,5933,2023-07-15,Withdrawn,2023-07-20
1057,5934,2023-03-30,Completed,2023-03-13
1058,5935,2023-10-23,Completed,2023-06-20
1059,5936,2024-01-01,Completed,2023-04-17
1060,5937,2023-08-14,Completed,2023-10-16
1061,5938,2023-08-25,Completed,2023-03-03
1062,5941,2023-11-10,Withdrawn,2023-10-04
1063,5943,2023-12-31,Completed,2023-10-18
1064,5944,2023-09-08,Completed,2023-11-08
1065,5945,2023-10-19,Completed,2023-12-19
1066,5946,2024-01-05,Completed,2023-04-14
1067,5947,2023-10-24,Completed,2023-12-24
1068,5948,2023-09-30,Completed,2023-03-10
1069,5949,2023-11-01,Completed,2023-04-19
1070,5950,2023-09-08,Completed,2023-11-13
1071,5951,2023-08-26,Completed,2023-03-03
1072,5952,2023-09-08,Completed,2023-11-11
1073,5953,2023-10-19,Completed,2023-12-24
1074,5955,2023-04-13,Completed,2023-03-14
1075,5956,2023-08-15,Completed,2023-06-20
1076,5957,2023-03-20,Completed,2023-03-07
1077,5958,2023-03-24,Completed,2023-03-13
1078,5960,2023-12-25,Completed,2023-08-16
1079,5961,2023-06-15,Completed,2023-08-20
1080,5962,2023-03-08,Completed,2023-03-03
1081,5963,2023-10-19,Completed,2023-12-19
1082,5964,2023-12-12,Completed,2023-04-17
1083,5965,2024-01-03,Completed,2023-09-15
1084,5966,2023-06-15,Completed,2023-08-17
1085,5967,2023-06-15,Completed,2023-08-16
1086,5968,2023-02-14,Completed,2023-03-12
1087,5969,2023-08-23,Completed,2023-09-15
1088,5970,2023-01-11,Completed,2023-03-16
1089,5972,2023-07-15,Completed,2023-09-16
1090,5974,2023-09-01,Completed,2023-06-12
1091,5975,2023-09-02,Completed,2023-09-20
1092,5976,2023-09-08,Completed,2023-11-09
1093,5977,2023-08-04,Completed,2023-10-09
1094,5978,2023-08-08,Completed,2023-08-19
1095,5979,2024-01-08,Completed,2023-12-22
1096,5980,2023-09-01,Completed,2023-06-10
1097,5981,2023-10-19,Withdrawn,2023-11-07
1098,5982,2023-09-11,Completed,2023-03-05
1099,5983,2023-11-11,Completed,2023-08-17
1100,5984,2023-10-19,Completed,2023-12-23
1101,5985,2023-12-16,Completed,2023-03-05
1102,5986,2023-07-15,Completed,2023-09-20
1103,5987,2023-02-27,Completed,2023-03-05
1104,5988,2023-02-19,Completed,2023-03-10
1105,5989,2023-12-31,Completed,2023-09-15
1106,5990,2023-05-02,Withdrawn,2023-05-17
1107,5991,2023-11-29,Withdrawn,2023-08-15
1108,5992,2023-10-19,Completed,2023-12-21
1109,5994,2023-10-30,Completed,2023-08-18
1110,5995,2023-08-26,Completed,2023-10-05
1111,5996,2023-12-16,Completed,2023-03-10
1112,5997,2023-12-05,Completed,2023-06-21
1113,5998,2023-01-29,Withdrawn,2023-02-12
1114,5999,2023-10-23,Completed,2023-04-14
1115,6000,2024-01-02,Completed,2023-04-11
1116,6001,2023-04-21,Completed,2023-06-23
1117,6002,2023-09-08,Withdrawn,2023-10-15
1118,6003,2023-10-19,Completed,2023-12-24
1119,6004,2023-06-15,Completed,2023-08-19
1120,6005,2023-06-15,Completed,2023-06-11
1121,6006,2023-10-04,Completed,2023-06-20
1122,6007,2023-01-31,Completed,2023-03-11
1123,6008,2023-04-11,Completed,2023-04-15
1124,6009,2023-07-14,Completed,2023-06-15
1125,6010,2023-12-15,Completed,2023-10-17
1126,6013,2023-08-14,Withdrawn,2023-09-02
1127,6014,2023-08-29,Completed,2023-09-18
1128,6015,2023-06-15,Completed,2023-08-17
1129,6016,2024-01-03,Completed,2023-06-10
1130,6018,2023-09-26,Completed,2023-11-12
1131,6019,2023-10-14,Withdrawn,2023-04-11
1132,6020,2023-03-13,Completed,2023-04-15
1133,6021,2023-08-14,Completed,2023-10-16
1134,6022,2023-10-06,Withdrawn,2023-06-18
1135,6023,2023-11-27,Completed,2023-06-23
1136,6024,2023-09-05,Completed,2023-09-19
1137,6025,2023-10-19,Completed,2023-12-19
1138,6026,2023-04-02,Completed,2023-04-18
1139,6027,2023-12-22,Completed,2023-10-16
1140,6028,2023-04-10,Completed,2023-06-14
1141,6029,2023-11-29,Completed,2023-10-14
1142,6030,2023-08-14,Completed,2023-10-18
1143,6031,2023-07-15,Completed,2023-09-16
1144,6032,2023-10-29,Completed,2023-08-15
1145,6033,2023-09-06,Completed,2023-03-11
1146,6034,2023-04-23,Completed,2023-06-15
1147,6035,2023-06-12,Completed,2023-04-15
1148,6036,2023-06-27,Completed,2023-06-14
1149,6039,2023-04-18,Completed,2023-06-21
1150,6040,2023-12-01,Completed,2023-08-18
1151,6041,2023-11-24,Completed,2023-06-23
1152,6044,2023-10-19,Completed,2023-12-19
1153,6048,2023-09-08,Completed,2023-11-13
1154,6049,2023-11-28,Completed,2023-04-14
1155,6050,2023-04-18,Completed,2023-06-21
1156,6052,2023-03-18,Completed,2023-03-05
1157,6053,2023-03-27,Completed,2023-03-05
1158,6054,2023-10-19,Completed,2023-12-23
1159,6055,2023-07-17,Completed,2023-06-23
1160,6056,2023-05-04,Withdrawn,2023-03-11
1161,6057,2023-12-25,Completed,2023-04-16
1162,6059,2023-08-25,Completed,2023-06-22
1163,6060,2023-10-09,Withdrawn,2023-04-11
1164,6061,2023-12-23,Completed,2023-06-09
1165,6062,2023-08-24,Completed,2023-08-15
1166,6064,2023-10-03,Completed,2023-08-20
1167,6065,2023-06-21,Completed,2023-03-08
1168,6066,2023-10-06,Completed,2023-10-09
1169,6067,2023-11-14,Completed,2023-12-22
1170,6068,2023-08-04,Completed,2023-10-09
1171,6069,2023-04-19,Completed,2023-06-10
1172,6070,2023-09-08,Completed,2023-11-08
1173,6071,2023-08-14,Withdrawn,2023-08-21
1174,6072,2023-10-19,Withdrawn,2023-11-16
1175,6073,2024-01-07,Completed,2023-03-13
1176,6074,2023-11-03,Completed,2023-04-11
1177,6075,2023-11-24,Completed,2023-10-06
1178,6076,2023-04-09,Completed,2023-06-14
1179,6077,2023-08-13,Completed,2023-03-05
1180,6078,2023-07-15,Completed,2023-09-16
1181,6079,2023-08-21,Completed,2023-03-16
1182,6080,2023-09-08,Completed,2023-11-09
1183,6081,2023-08-04,Completed,2023-10-04
1184,6082,2023-12-12,Completed,2023-09-15
1185,6083,2023-10-04,Completed,2023-10-07
1186,6084,2023-09-08,Completed,2023-11-12
1187,6085,2023-11-15,Completed,2023-06-10
1188,6086,2023-08-04,Completed,2023-10-08
1189,6087,2023-07-11,Completed,2023-04-18
1190,6088,2023-07-15,Completed,2023-09-17
1191,6089,2023-10-19,Completed,2023-12-22
1192,6091,2023-09-16,Completed,2023-06-13
1193,6092,2023-10-19,Completed,2023-12-24
1194,6093,2023-12-15,Completed,2023-03-14
1195,6094,2023-11-19,Completed,2023-08-20
1196,6095,2023-12-16,Completed,2023-11-12
1197,6097,2023-12-01,Completed,2023-08-17
1198,6098,2023-08-04,Completed,2023-10-04
1199,6099,2023-10-26,Completed,2023-03-05
1200,6100,2023-11-14,Completed,2023-03-06
